Sigla,Codigo,Municipio,Numero de suicidios,Numero de suicidios do sexo feminino,Numero de suicidios de jovens de 15 a 29 anos,Numero de suicidios do sexo masculino,Taxa de suicidios(100.000 Habitantes),Taxa de suicidios do sexo feminino(100.000 Habitantes) ,Taxa de suicidios de jovens de 15 a 29 anos do sexo feminino(100.000 Habitantes) ,Taxa de suicidios de jovens(100.000 Habitantes),Taxa de suicidios do sexo masculino(100.000 Habitantes),Taxa de suicidios de jovens de 15 a 29 anos do sexo masculino(100.000 Habitantes),ano,IDHM (2000),IDHM (2010),IDHM Renda (2010),IDHM Longevidade (2010),IDHM Educacao (2010)
GO,5209101,Goiatuba,1,1,,,3.20,6.39,,,,,2011,628,725,737,825,627
GO,5209150,Gouvelândia,,,,,,,,,,,2011,545,674,680,806,559
GO,5209200,Guapó,,,,,,,,,,,2011,538,697,708,826,580
GO,5209291,Guaraíta,,,,,,,,,,,2011,523,687,637,816,625
GO,5209408,Guarani de Goiás,,,,,,,,,,,2011,448,637,569,814,557
GO,5209457,Guarinos,,,,,,,,,,,2011,505,652,604,815,563
GO,5209606,Heitoraí,,,,,,,,,,,2011,588,694,661,814,620
GO,5209705,Hidrolândia,,,,,,,,,,,2011,566,706,707,827,603
GO,5209804,Hidrolina,,,,,,,,,,,2011,545,677,652,824,577
GO,5209903,Iaciara,1,,1,1,8.78,,,29.27,17.31,57.24,2011,496,644,615,826,527
GO,5209937,Inaciolândia,2,1,2,1,37.91,39.26,145.77,141.34,36.64,137.17,2011,542,692,683,822,591
GO,5209952,Indiara,2,1,1,1,16.61,17.54,,29.74,15.77,59.35,2011,545,701,694,837,593
GO,5210000,Inhumas,3,1,1,2,6.73,4.46,,7.98,9.05,15.94,2011,616,720,718,842,618
GO,5210109,Ipameri,2,,1,2,8.77,,,16.66,17.49,32.80,2011,574,701,711,823,588
GO,5210158,Ipiranga de Goiás,,,,,,,,,,,2011,559,696,643,816,642
GO,5210208,Iporá,2,2,2,,6.35,12.45,47.88,24.42,,,2011,614,743,731,840,667
GO,5210307,Israelândia,,,,,,,,,,,2011,538,711,664,831,652
GO,5210406,Itaberaí,2,2,1,,7.09,14.36,25.55,12.58,,,2011,589,719,735,828,610
GO,5210562,Itaguari,1,,,1,23.24,,,,45.81,,2011,577,693,683,817,596
GO,5210604,Itaguaru,1,,1,1,17.74,,,63.57,34.72,121.51,2011,591,718,689,828,648
GO,5210802,Itajá,,,,,,,,,,,2011,568,691,692,835,570
GO,5210901,Itapaci,1,,,1,7.10,,,,13.99,,2011,557,725,720,844,626
GO,5211008,Itapirapuã,1,,,1,8.97,,,,17.78,,2011,541,677,670,816,568
GO,5211206,Itapuranga,2,,,2,7.54,,,,15.07,,2011,593,726,700,837,653
GO,5211305,Itarumã,,,,,,,,,,,2011,588,693,769,861,503
GO,5211404,Itauçu,2,,1,2,24.65,,,47.53,49.27,94.97,2011,611,718,697,833,638
GO,5211503,Itumbiara,6,,2,6,7.31,,,8.92,14.77,17.92,2011,656,752,744,838,682
GO,5211602,Ivolândia,,,,,,,,,,,2011,563,704,680,825,622
GO,5211701,Jandaia,1,,,1,16.22,,,,31.13,,2011,590,707,690,821,625
GO,5211800,Jaraguá,3,,2,3,8.85,,,20.35,17.35,39.67,2011,560,699,692,841,588
GO,5211909,Jataí,4,,,4,5.20,,,,10.42,,2011,627,757,774,856,656
GO,5212006,Jaupaci,,,,,,,,,,,2011,553,689,658,824,602
GO,5212055,Jesúpolis,,,,,,,,,,,2011,550,649,642,814,522
GO,5212105,Joviânia,,,,,,,,,,,2011,637,706,714,827,595
GO,5212204,Jussara,1,,,1,5.02,,,,10.01,,2011,598,743,768,842,635
GO,5212253,Lagoa Santa,,,,,,,,,,,2011,559,740,733,868,638
GO,5212303,Leopoldo de Bulhões,1,,,1,12.86,,,,24.69,,2011,523,659,665,812,529
GO,5212501,Luziânia,9,2,4,7,6.06,2.70,8.74,8.78,9.40,8.81,2011,550,701,689,831,602
GO,5212600,Mairipotaba,,,,,,,,,,,2011,627,745,748,854,648
GO,5212709,Mambaí,,,,,,,,,,,2011,431,626,610,816,494
GO,5212808,Mara Rosa,,,,,,,,,,,2011,540,691,680,838,579
GO,5212907,Marzagão,1,,,1,50.48,,,,101.63,,2011,614,699,692,822,601
GO,5212956,Matrinchã,,,,,,,,,,,2011,515,679,651,840,572
GO,5213004,Maurilândia,,,,,,,,,,,2011,546,677,682,823,554
GO,5213053,Mimoso de Goiás,1,,1,1,37.30,,,127.39,70.87,245.10,2011,445,665,656,825,543
GO,5213087,Minaçu,1,,,1,2.96,,,,5.77,,2011,559,707,691,803,637
GO,5213103,Mineiros,1,,,1,2.51,,,,4.98,,2011,590,718,753,840,584
GO,5213400,Moiporá,,,,,,,,,,,2011,575,696,652,818,632
GO,5213509,Monte Alegre de Goiás,1,,1,1,14.76,,,53.85,28.10,99.70,2011,418,615,592,816,481
GO,5213707,Montes Claros de Goiás,1,,,1,12.59,,,,24.47,,2011,563,707,704,806,622
GO,5213756,Montividiu,,,,,,,,,,,2011,578,733,738,827,644
GO,5213772,Montividiu do Norte,,,,,,,,,,,2011,451,613,578,816,488
GO,5213806,Morrinhos,1,,,1,2.67,,,,5.32,,2011,623,734,739,862,621
GO,5213855,Morro Agudo de Goiás,1,,1,1,40.18,,,151.29,78.99,307.69,2011,535,695,644,826,630
GO,5213905,Mossâmedes,,,,,,,,,,,2011,587,706,696,811,623
GO,5214002,Mozarlândia,1,,,1,8.90,,,,17.22,,2011,562,683,684,825,565
GO,5214051,Mundo Novo,,,,,,,,,,,2011,446,634,642,812,488
GO,5214101,Mutunópolis,1,1,,,25.31,52.77,,,,,2011,528,680,668,806,584
GO,5214408,Nazário,,,,,,,,,,,2011,574,710,702,808,631
GO,5214507,Nerópolis,3,,2,3,15.58,,,35.10,31.27,69.25,2011,616,721,681,820,671
GO,5214606,Niquelândia,4,1,1,3,10.44,5.41,,9.02,15.13,17.79,2011,555,715,709,806,640
GO,5214705,Nova América,,,,,,,,,,,2011,514,678,647,796,604
GO,5214804,Nova Aurora,,,,,,,,,,,2011,651,747,703,849,697
GO,5214838,Nova Crixás,,,,,,,,,,,2011,479,643,674,813,485
GO,5214861,Nova Glória,,,,,,,,,,,2011,557,681,657,816,589
GO,5214879,Nova Iguaçu de Goiás,,,,,,,,,,,2011,514,655,642,812,540
GO,5214903,Nova Roma,,,,,,,,,,,2011,486,634,594,812,529
GO,5215009,Nova Veneza,,,,,,,,,,,2011,549,718,671,837,660
GO,5215207,Novo Brasil,1,,,1,24.32,,,,47.44,,2011,550,699,691,828,598
GO,5215231,Novo Gama,1,,,1,1.28,,,,2.60,,2011,546,684,664,851,567
GO,5215256,Novo Planalto,,,,,,,,,,,2011,536,658,623,831,550
GO,5215306,Orizona,1,,1,1,7.62,,,29.07,14.51,57.18,2011,577,715,722,827,612
GO,5215405,Ouro Verde de Goiás,1,,,1,22.95,,,,44.09,,2011,523,719,672,821,674
GO,5215504,Ouvidor,,,,,,,,,,,2011,636,747,721,830,697
GO,5215603,Padre Bernardo,1,,,1,4.52,,,,8.79,,2011,484,651,670,801,515
GO,5215652,Palestina de Goiás,,,,,,,,,,,2011,525,713,656,837,660
GO,5215702,Palmeiras de Goiás,1,,,1,5.60,,,,10.98,,2011,606,698,698,815,598
GO,5215801,Palmelo,,,,,,,,,,,2011,602,730,734,804,659
GO,5215900,Palminópolis,,,,,,,,,,,2011,579,722,718,833,630
GO,5216007,Panamá,,,,,,,,,,,2011,560,686,688,818,574
GO,5216304,Paranaiguara,,,,,,,,,,,2011,582,711,702,836,613
GO,5216403,Paraúna,1,,,1,9.15,,,,17.91,,2011,552,672,687,807,547
GO,5216452,Perolândia,,,,,,,,,,,2011,551,676,691,832,538
GO,5216809,Petrolina de Goiás,2,,,2,19.36,,,,37.81,,2011,562,712,674,834,643
GO,5216908,Pilar de Goiás,,,,,,,,,,,2011,479,684,654,816,600
GO,5217104,Piracanjuba,3,,1,3,12.67,,,15.61,24.52,30.08,2011,577,721,720,870,599
GO,5217203,Piranhas,1,1,,,8.18,16.57,,,,,2011,570,721,699,848,631
GO,5217302,Pirenópolis,2,,,2,9.43,,,,18.14,,2011,565,693,678,813,604
GO,5217401,Pires do Rio,2,,1,2,7.52,,,14.06,15.23,27.81,2011,641,744,719,880,650
GO,5217609,Planaltina,5,1,,4,6.42,2.56,,,10.32,,2011,508,669,653,810,566
GO,5217708,Pontalina,2,,1,2,11.97,,,22.30,23.79,44.86,2011,626,687,710,835,547
GO,5218003,Porangatu,2,1,1,1,5.04,5.07,,8.64,5.01,17.34,2011,602,727,709,845,642
GO,5218052,Porteirão,,,,,,,,,,,2011,541,684,716,827,541
GO,5218102,Portelândia,,,,,,,,,,,2011,553,654,680,803,513
GO,5218300,Posse,2,,,2,7.67,,,,15.19,,2011,503,659,659,819,530
GO,5218391,Professor Jamil,1,,,1,28.85,,,,55.07,,2011,563,684,673,821,579
GO,5218508,Quirinópolis,5,4,2,1,13.59,21.76,39.46,20.07,5.43,,2011,613,740,732,863,642
GO,5218607,Rialma,2,2,,,19.30,37.74,,,,,2011,614,727,698,827,667
GO,5218706,Rianápolis,1,,,1,22.86,,,,44.90,,2011,573,693,674,840,587
GO,5218789,Rio Quente,,,,,,,,,,,2011,612,731,707,878,629
GO,5218805,Rio Verde,6,1,1,5,5.01,1.68,,2.85,8.31,5.69,2011,633,754,765,853,656
GO,5218904,Rubiataba,,,,,,,,,,,2011,592,719,686,814,666
GO,5219001,Sanclerlândia,,,,,,,,,,,2011,588,736,725,832,662
GO,5219100,Santa Bárbara de Goiás,,,,,,,,,,,2011,540,706,667,832,635
GO,5219209,Santa Cruz de Goiás,1,,,1,28.70,,,,53.30,,2011,573,688,700,827,563
GO,5219258,Santa Fé de Goiás,,,,,,,,,,,2011,541,713,703,847,608
GO,5219308,Santa Helena de Goiás,2,,1,2,5.76,,,10.22,11.45,20.20,2011,582,724,734,823,627
GO,5219357,Santa Isabel,,,,,,,,,,,2011,566,683,658,818,593
GO,5219407,Santa Rita do Araguaia,1,1,,,19.44,39.86,,,,,2011,596,714,703,842,616
GO,5219456,Santa Rita do Novo Destino,,,,,,,,,,,2011,495,634,639,820,487
GO,5219506,Santa Rosa de Goiás,3,,1,3,85.94,,,117.65,166.48,230.95,2011,544,701,643,844,635
GO,5219605,Santa Tereza de Goiás,,,,,,,,,,,2011,587,665,635,825,561
GO,5219704,Santa Terezinha de Goiás,1,,1,1,8.74,,,31.75,17.12,62.58,2011,549,701,647,826,644
GO,5219712,Santo Antônio da Barra,,,,,,,,,,,2011,540,691,665,835,593
GO,5219738,Santo Antônio de Goiás,1,,,1,30.85,,,,59.70,,2011,619,723,687,832,662
GO,5219753,Santo Antônio do Descoberto,2,,1,2,3.55,,,5.72,7.05,11.51,2011,526,665,647,818,556
GO,5219803,São Domingos,1,1,,,10.51,21.98,,,,,2011,442,597,576,830,445
GO,5219902,São Francisco de Goiás,,,,,,,,,,,2011,569,651,658,825,509
GO,5220058,São João da Paraúna,,,,,,,,,,,2011,533,685,650,812,609
GO,5220009,São João d'Aliança,,,,,,,,,,,2011,635,724,699,818,664
GO,5220108,São Luís de Montes Belos,2,,1,2,7.54,,,14.16,15.35,28.56,2011,624,731,721,809,670
GO,5220157,São Luíz do Norte,1,1,1,,24.41,50.74,165.84,81.04,,,2011,494,669,643,801,581
GO,5220207,São Miguel do Araguaia,1,,,1,4.31,,,,8.44,,2011,548,664,667,818,536
GO,5220264,São Miguel do Passa Quatro,,,,,,,,,,,2011,560,697,681,802,619
GO,5220280,São Patrício,,,,,,,,,,,2011,523,693,668,833,597
GO,5220405,São Simão,,,,,,,,,,,2011,596,720,756,825,599
GO,5220454,Senador Canedo,2,,2,2,3.53,,,11.73,7.06,23.71,2011,505,701,676,827,617
GO,5220504,Serranópolis,,,,,,,,,,,2011,563,681,713,804,551
GO,5220603,Silvânia,1,,,1,5.56,,,,10.66,,2011,578,709,721,814,606
GO,5220686,Simolândia,,,,,,,,,,,2011,470,645,595,826,546
GO,5220702,Sítio d'Abadia,,,,,,,,,,,2011,493,617,590,802,497
GO,5221007,Taquaral de Goiás,2,,,2,57.29,,,,109.59,,2011,584,716,700,846,619
GO,5221080,Teresina de Goiás,,,,,,,,,,,2011,498,661,626,817,564
GO,5221197,Terezópolis de Goiás,,,,,,,,,,,2011,535,685,655,799,615
GO,5221304,Três Ranchos,,,,,,,,,,,2011,598,745,724,849,672
GO,5221403,Trindade,6,2,3,4,7.04,4.63,15.35,11.73,9.51,7.97,2011,568,699,682,822,608
GO,5221452,Trombas,,,,,,,,,,,2011,566,653,628,812,547
GO,5221502,Turvânia,,,,,,,,,,,2011,587,697,679,820,609
GO,5221551,Turvelândia,,,,,,,,,,,2011,528,691,671,813,605
GO,5221577,Uirapuru,,,,,,,,,,,2011,521,670,632,822,579
GO,5221601,Uruaçu,1,,,1,2.99,,,,6.04,,2011,578,737,740,860,628
GO,5221700,Uruana,5,1,2,4,35.81,14.37,52.00,51.57,57.09,51.15,2011,554,703,665,824,634
GO,5221809,Urutaí,1,,,1,31.88,,,,61.58,,2011,624,732,700,841,666
GO,5221858,Valparaíso de Goiás,,,,,,,,,,,2011,632,746,733,815,695
GO,5221908,Varjão,,,,,,,,,,,2011,562,687,698,813,572
GO,5222005,Vianópolis,2,,1,2,17.30,,,29.89,33.89,58.96,2011,596,712,710,818,622
GO,5222054,Vicentinópolis,,,,,,,,,,,2011,583,684,707,804,562
GO,5222203,Vila Boa,,,,,,,,,,,2011,499,647,619,818,534
GO,5222302,Vila Propício,1,1,,,21.86,46.30,,,,,2011,437,634,629,802,505
MA,2100055,Açailândia,2,,1,2,2.19,,,3.59,4.37,7.23,2011,498,672,643,785,602
MA,2100105,Afonso Cunha,,,,,,,,,,,2011,337,529,471,725,434
MA,2100154,Água Doce do Maranhão,,,,,,,,,,,2011,293,500,494,697,363
MA,2100204,Alcântara,,,,,,,,,,,2011,405,573,525,753,475
MA,2100303,Aldeias Altas,,,,,,,,,,,2011,349,513,500,720,374
MA,2100402,Altamira do Maranhão,,,,,,,,,,,2011,384,549,486,719,473
MA,2100436,Alto Alegre do Maranhão,,,,,,,,,,,2011,331,554,516,744,444
MA,2100477,Alto Alegre do Pindaré,,,,,,,,,,,2011,336,558,465,774,483
MA,2100501,Alto Parnaíba,,,,,,,,,,,2011,435,633,683,785,474
MA,2100550,Amapá do Maranhão,,,,,,,,,,,2011,327,520,503,688,406
MA,2100600,Amarante do Maranhão,,,,,,,,,,,2011,374,555,541,716,441
MA,2100709,Anajatuba,,,,,,,,,,,2011,397,581,523,762,492
MA,2100808,Anapurus,,,,,,,,,,,2011,421,581,511,764,502
MA,2100832,Apicum-Açu,,,,,,,,,,,2011,327,568,529,718,483
MA,2100873,Araguanã,,,,,,,,,,,2011,359,533,483,706,444
MA,2100907,Araioses,,,,,,,,,,,2011,298,521,497,709,402
MA,2100956,Arame,,,,,,,,,,,2011,334,512,525,701,365
MA,2101004,Arari,1,,1,1,3.77,,,12.94,7.44,25.84,2011,470,626,587,764,546
MA,2101103,Axixá,,,,,,,,,,,2011,464,641,535,776,634
MA,2101202,Bacabal,1,1,1,,1.08,2.08,7.11,3.65,,,2011,481,651,619,753,591
MA,2101251,Bacabeira,2,,,2,18.79,,,,36.59,,2011,433,629,558,768,580
MA,2101301,Bacuri,,,,,,,,,,,2011,403,578,540,737,484
MA,2101350,Bacurituba,,,,,,,,,,,2011,369,537,474,681,479
MA,2101400,Balsas,2,,,2,3.20,,,,6.46,,2011,521,687,674,807,597
MA,2101509,Barão de Grajaú,,,,,,,,,,,2011,424,592,578,743,484
MA,2101608,Barra do Corda,2,1,1,1,2.56,2.60,,4.61,2.53,9.01,2011,423,606,585,763,498
MA,2101707,Barreirinhas,,,,,,,,,,,2011,361,570,515,752,479
MA,2101772,Bela Vista do Maranhão,,,,,,,,,,,2011,320,512,417,707,455
MA,2101731,Belágua,,,,,,,,,,,2011,355,554,515,735,450
MA,2101806,Benedito Leite,,,,,,,,,,,2011,379,546,531,719,426
MA,2101905,Bequimão,,,,,,,,,,,2011,422,601,510,757,561
MA,2101939,Bernardo do Mearim,,,,,,,,,,,2011,413,604,544,742,547
MA,2101970,Boa Vista do Gurupi,,,,,,,,,,,2011,369,545,515,681,461
MA,2102002,Bom Jardim,1,,,1,2.86,,,,5.61,,2011,332,538,519,750,400
MA,2102036,Bom Jesus das Selvas,1,,,1,5.87,,,,11.15,,2011,364,558,537,751,431
MA,2102077,Bom Lugar,,,,,,,,,,,2011,382,562,486,741,493
MA,2102101,Brejo,,,,,,,,,,,2011,383,562,517,758,454
MA,2102150,Brejo de Areia,,,,,,,,,,,2011,317,519,507,677,408
MA,2102200,Buriti,,,,,,,,,,,2011,379,548,479,714,480
MA,2102309,Buriti Bravo,2,,,2,9.31,,,,18.81,,2011,395,590,539,752,506
MA,2102325,Buriticupu,,,,,,,,,,,2011,342,556,533,708,455
MA,2102358,Buritirana,,,,,,,,,,,2011,376,583,540,725,505
MA,2102374,Cachoeira Grande,,,,,,,,,,,2011,344,537,422,773,476
MA,2102408,Cajapió,1,,,1,10.18,,,,19.84,,2011,388,553,466,720,505
MA,2102507,Cajari,,,,,,,,,,,2011,331,523,456,747,421
MA,2102556,Campestre do Maranhão,,,,,,,,,,,2011,441,652,611,774,586
MA,2102606,Cândido Mendes,,,,,,,,,,,2011,382,561,520,745,456
MA,2102705,Cantanhede,,,,,,,,,,,2011,378,565,497,774,468
MA,2102754,Capinzal do Norte,,,,,,,,,,,2011,367,537,517,698,430
MA,2102804,Carolina,,,,,,,,,,,2011,476,634,600,802,529
MA,2102903,Carutapera,,,,,,,,,,,2011,381,574,533,747,476
MA,2103000,Caxias,,,,,,,,,,,2011,469,624,595,753,543
MA,2103109,Cedral,,,,,,,,,,,2011,452,605,520,748,570
MA,2103125,Central do Maranhão,,,,,,,,,,,2011,392,585,503,713,557
MA,2103158,Centro do Guilherme,,,,,,,,,,,2011,307,542,510,707,442
MA,2103174,Centro Novo do Maranhão,,,,,,,,,,,2011,321,518,508,717,382
MA,2103208,Chapadinha,,,,,,,,,,,2011,420,604,554,770,517
MA,2103257,Cidelândia,,,,,,,,,,,2011,414,600,562,728,529
MA,2103307,Codó,3,1,,2,2.69,1.76,,,3.66,,2011,400,595,568,754,492
MA,2103406,Coelho Neto,3,1,2,2,7.06,4.68,16.56,16.41,9.45,16.26,2011,387,564,544,728,454
MA,2103505,Colinas,,,,,,,,,,,2011,408,596,571,709,524
MA,2103554,Conceição do Lago-Açu,,,,,,,,,,,2011,309,512,492,738,370
MA,2103604,Coroatá,1,,1,1,1.77,,,6.45,3.55,12.59,2011,376,576,545,737,475
MA,2103703,Cururupu,,,,,,,,,,,2011,460,612,568,768,525
MA,2103752,Davinópolis,,,,,,,,,,,2011,418,607,561,747,535
MA,2103802,Dom Pedro,,,,,,,,,,,2011,480,622,582,759,545
MA,2103901,Duque Bacelar,,,,,,,,,,,2011,383,533,485,693,451
MA,2104008,Esperantinópolis,,,,,,,,,,,2011,375,586,561,713,503
MA,2104057,Estreito,1,,1,1,4.28,,,14.44,8.46,28.86,2011,468,659,666,800,536
MA,2104073,Feira Nova do Maranhão,,,,,,,,,,,2011,302,532,511,729,405
MA,2104081,Fernando Falcão,,,,,,,,,,,2011,261,443,417,728,286
MA,2104099,Formosa da Serra Negra,,,,,,,,,,,2011,335,556,485,774,459
MA,2104107,Fortaleza dos Nogueiras,,,,,,,,,,,2011,420,616,566,773,534
MA,2104206,Fortuna,,,,,,,,,,,2011,430,580,558,706,494
MA,2104305,Godofredo Viana,,,,,,,,,,,2011,388,604,537,750,546
MA,2104404,Gonçalves Dias,,,,,,,,,,,2011,395,568,542,758,445
MA,2104503,Governador Archer,,,,,,,,,,,2011,377,565,545,687,481
MA,2104552,Governador Edison Lobão,,,,,,,,,,,2011,422,629,589,764,552
MA,2104602,Governador Eugênio Barros,,,,,,,,,,,2011,393,572,550,736,462
MA,2104628,Governador Luiz Rocha,,,,,,,,,,,2011,369,544,508,692,459
MA,2104651,Governador Newton Bello,,,,,,,,,,,2011,318,521,509,718,387
MA,2104677,Governador Nunes Freire,,,,,,,,,,,2011,361,569,540,722,472
MA,2104701,Graça Aranha,,,,,,,,,,,2011,406,570,538,748,459
MA,2104800,Grajaú,,,,,,,,,,,2011,421,609,603,754,497
MA,2104909,Guimarães,,,,,,,,,,,2011,479,625,535,772,592
MA,2105005,Humberto de Campos,,,,,,,,,,,2011,365,535,443,759,455
MA,2105104,Icatu,,,,,,,,,,,2011,348,546,475,727,472
MA,2105153,Igarapé do Meio,,,,,,,,,,,2011,341,569,530,687,506
MA,2105203,Igarapé Grande,,,,,,,,,,,2011,443,614,578,747,536
MA,2105302,Imperatriz,14,3,8,11,6.07,2.51,5.20,11.00,9.91,17.50,2011,591,731,697,803,698
MA,2105351,Itaipava do Grajaú,,,,,,,,,,,2011,319,518,456,726,419
MA,2105401,Itapecuru Mirim,1,1,,,2.35,4.65,,,,,2011,431,599,534,747,539
MA,2105427,Itinga do Maranhão,,,,,,,,,,,2011,480,630,601,764,545
MA,2105450,Jatobá,,,,,,,,,,,2011,385,561,522,702,481
MA,2105476,Jenipapo dos Vieiras,,,,,,,,,,,2011,335,490,445,766,346
MA,2105500,João Lisboa,,,,,,,,,,,2011,454,641,585,785,573
MA,2105609,Joselândia,,,,,,,,,,,2011,367,561,533,743,445
MA,2105658,Junco do Maranhão,,,,,,,,,,,2011,372,552,550,690,443
MA,2105708,Lago da Pedra,,,,,,,,,,,2011,313,566,525,726,475
MA,2105807,Lago do Junco,,,,,,,,,,,2011,309,502,480,731,360
MA,2105948,Lago dos Rodrigues,,,,,,,,,,,2011,430,589,561,724,502
MA,2105906,Lago Verde,,,,,,,,,,,2011,388,581,537,741,492
MA,2105922,Lagoa do Mato,,,,,,,,,,,2011,393,602,555,737,534
MA,2105963,Lagoa Grande do Maranhão,,,,,,,,,,,2011,348,557,508,731,466
MA,2105989,Lajeado Novo,,,,,,,,,,,2011,374,589,561,738,494
MA,2106003,Lima Campos,,,,,,,,,,,2011,405,581,578,705,481
MA,2106102,Loreto,,,,,,,,,,,2011,398,582,516,771,495
MA,2106201,Luís Domingues,,,,,,,,,,,2011,452,588,541,734,512
MA,2106300,Magalhães de Almeida,,,,,,,,,,,2011,386,567,502,729,499
MA,2106326,Maracaçumé,,,,,,,,,,,2011,391,582,546,719,501
MA,2106359,Marajá do Sena,,,,,,,,,,,2011,309,452,400,774,299
MA,2106375,Maranhãozinho,,,,,,,,,,,2011,306,550,497,719,465
MA,2106409,Mata Roma,,,,,,,,,,,2011,390,570,483,776,494
MA,2106508,Matinha,,,,,,,,,,,2011,443,619,579,731,560
MA,2106607,Matões,,,,,,,,,,,2011,330,550,519,739,434
MA,2106631,Matões do Norte,,,,,,,,,,,2011,342,533,452,768,436
MA,2106672,Milagres do Maranhão,,,,,,,,,,,2011,322,527,465,764,413
MA,2106706,Mirador,,,,,,,,,,,2011,368,545,485,740,451
MA,2106755,Miranda do Norte,,,,,,,,,,,2011,471,610,550,751,550
MA,2106805,Mirinzal,1,,1,1,7.61,,,25.61,14.84,47.66,2011,491,622,546,756,582
MA,2106904,Monção,,,,,,,,,,,2011,366,546,499,704,464
MA,2107001,Montes Altos,,,,,,,,,,,2011,412,575,534,732,486
MA,2107100,Morros,,,,,,,,,,,2011,400,548,485,706,480
MA,2107209,Nina Rodrigues,,,,,,,,,,,2011,415,585,474,774,547
MA,2107258,Nova Colinas,,,,,,,,,,,2011,371,566,502,749,481
MA,2107308,Nova Iorque,,,,,,,,,,,2011,416,584,558,729,489
MA,2107357,Nova Olinda do Maranhão,,,,,,,,,,,2011,382,581,536,755,484
MA,2107407,Olho d'Água das Cunhãs,,,,,,,,,,,2011,402,589,551,754,491
MA,2107456,Olinda Nova do Maranhão,,,,,,,,,,,2011,412,575,495,724,531
MA,2107506,Paço do Lumiar,4,1,1,3,4.98,2.41,,3.80,7.71,8.02,2011,617,724,646,796,739
MA,2107605,Palmeirândia,,,,,,,,,,,2011,383,556,488,715,492
MA,2107704,Paraibano,1,1,1,,5.53,11.01,41.91,20.36,,,2011,409,580,572,723,473
MA,2107803,Parnarama,1,,1,1,3.04,,,10.73,5.96,20.37,2011,352,542,504,758,416
MA,2107902,Passagem Franca,,,,,,,,,,,2011,383,532,525,717,401
MA,2108009,Pastos Bons,,,,,,,,,,,2011,431,610,540,753,559
MA,2108058,Paulino Neves,,,,,,,,,,,2011,317,561,481,720,511
MA,2108108,Paulo Ramos,,,,,,,,,,,2011,358,549,546,677,447
MA,2108207,Pedreiras,,,,,,,,,,,2011,502,682,644,792,621
MA,2108256,Pedro do Rosário,,,,,,,,,,,2011,316,516,475,696,415
MA,2108306,Penalva,,,,,,,,,,,2011,381,554,519,693,472
MA,2108405,Peri Mirim,,,,,,,,,,,2011,403,599,506,744,572
MA,2108454,Peritoró,,,,,,,,,,,2011,354,564,499,774,464
MA,2108504,Pindaré-Mirim,1,,1,1,3.61,,,12.16,7.41,24.55,2011,459,633,568,755,592
MA,2108603,Pinheiro,1,,1,1,1.45,,,4.76,2.95,9.58,2011,467,637,579,771,579
MA,2108702,Pio XII,,,,,,,,,,,2011,360,541,535,727,408
MA,2108801,Pirapemas,,,,,,,,,,,2011,384,576,501,741,514
MA,2108900,Poção de Pedras,,,,,,,,,,,2011,396,576,543,732,481
MA,2109007,Porto Franco,,,,,,,,,,,2011,504,684,664,796,606
MA,2109056,Porto Rico do Maranhão,1,,,1,15.85,,,,30.12,,2011,450,615,538,772,561
MA,2109106,Presidente Dutra,,,,,,,,,,,2011,496,653,628,788,563
MA,2109205,Presidente Juscelino,1,,1,1,9.17,,,35.98,17.79,69.35,2011,371,563,452,743,532
MA,2109239,Presidente Médici,,,,,,,,,,,2011,432,591,518,762,522
MA,2109270,Presidente Sarney,,,,,,,,,,,2011,328,557,486,752,472
MA,2109304,Presidente Vargas,,,,,,,,,,,2011,389,587,470,768,560
MA,2109403,Primeira Cruz,,,,,,,,,,,2011,378,512,448,722,414
MA,2109452,Raposa,,,,,,,,,,,2011,440,626,568,735,587
MA,2109502,Riachão,,,,,,,,,,,2011,380,576,572,757,442
MA,2109551,Ribamar Fiquene,,,,,,,,,,,2011,402,615,592,744,527
MA,2109601,Rosário,,,,,,,,,,,2011,484,632,566,752,592
MA,2109700,Sambaíba,,,,,,,,,,,2011,403,565,542,728,456
MA,2109759,Santa Filomena do Maranhão,,,,,,,,,,,2011,337,525,461,722,435
MA,2109809,Santa Helena,,,,,,,,,,,2011,398,571,531,746,471
MA,2109908,Santa Inês,,,,,,,,,,,2011,512,674,633,788,615
MA,2110005,Santa Luzia,,,,,,,,,,,2011,330,550,525,700,452
MA,2110039,Santa Luzia do Paruá,,,,,,,,,,,2011,395,599,583,723,510
MA,2110104,Santa Quitéria do Maranhão,,,,,,,,,,,2011,267,510,445,758,394
MA,2110203,Santa Rita,,,,,,,,,,,2011,383,555,490,760,458
MA,2110237,Santana do Maranhão,,,,,,,,,,,2011,446,609,553,743,551
MA,2110278,Santo Amaro do Maranhão,,,,,,,,,,,2011,336,518,454,738,416
MA,2110302,Santo Antônio dos Lopes,1,,,1,7.07,,,,13.92,,2011,379,566,547,714,465
MA,2110401,São Benedito do Rio Preto,,,,,,,,,,,2011,368,541,468,749,452
MA,2110500,São Bento,1,,,1,3.10,,,,6.27,,2011,449,602,525,762,545
MA,2110609,São Bernardo,3,,3,3,12.52,,,45.78,24.28,83.80,2011,374,572,514,762,479
MA,2110658,São Domingos do Azeitão,,,,,,,,,,,2011,398,590,576,732,486
MA,2110708,São Domingos do Maranhão,,,,,,,,,,,2011,394,582,549,713,504
